AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT
6,California,2,CA,0,Cross-industry,cross-industry,1235,53-6061,Passenger Attendants,detailed,"3,150",12,0.175,1.32
6,California,2,CA,0,Cross-industry,cross-industry,1235,53-6099,"Transportation Workers, All Other",detailed,800,34.3,0.044,0.62
6,California,2,CA,0,Cross-industry,cross-industry,1235,53-7011,Conveyor Operators and Tenders,detailed,"3,500",6.3,0.195,1.2
6,California,2,CA,0,Cross-industry,cross-industry,1235,53-7021,Crane and Tower Operators,detailed,"2,720",14.9,0.152,0.55
6,California,2,CA,0,Cross-industry,cross-industry,1235,53-7051,Industrial Truck and Tractor Operators,detailed,"96,680",1.9,5.387,1.05
6,California,2,CA,0,Cross-industry,cross-industry,1235,53-7061,Cleaners of Vehicles and Equipment,detailed,"47,740",1.6,2.66,1.11
6,California,2,CA,0,Cross-industry,cross-industry,1235,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",detailed,"388,220",1,21.633,1.09
6,California,2,CA,0,Cross-industry,cross-industry,1235,53-7063,Machine Feeders and Offbearers,detailed,"4,460",8.1,0.248,0.85
6,California,2,CA,0,Cross-industry,cross-industry,1235,53-7064,"Packers and Packagers, Hand",detailed,"92,160",2.6,5.136,1.21
6,California,2,CA,0,Cross-industry,cross-industry,1235,53-7065,Stockers and Order Fillers,detailed,"290,400",1.2,16.182,0.86
6,California,2,CA,0,Cross-industry,cross-industry,1235,53-7071,Gas Compressor and Gas Pumping Station Operators,detailed,130,43.3,0.007,0.26
6,California,2,CA,0,Cross-industry,cross-industry,1235,53-7072,"Pump Operators, Except Wellhead Pumpers",detailed,890,12.3,0.05,0.65
6,California,2,CA,0,Cross-industry,cross-industry,1235,53-7073,Wellhead Pumpers,detailed,110,25.1,0.006,0.05
6,California,2,CA,0,Cross-industry,cross-industry,1235,53-7081,Refuse and Recyclable Material Collectors,detailed,"12,700",6.1,0.708,0.79
6,California,2,CA,0,Cross-industry,cross-industry,1235,53-7121,"Tank Car, Truck, and Ship Loaders",detailed,240,20.3,0.013,0.18
6,California,2,CA,0,Cross-industry,cross-industry,1235,53-7199,"Material Moving Workers, All Other",detailed,"9,290",6.9,0.517,3.28
